text,label
will i have to wait for long before being seated at the cheese cake factory,reject
how long should i expect to wait at the cheesecake factory before getting seated,reject
what is the average wait time at the cheese cake factory,reject
how long will i have to wait before being seated at the cheese cake factory,reject
how long will the wait time be at the cheese cake factory,reject
how long will i have to wait if i want to eat at panera,reject
how long would i have to wait if i want to go to golden corral,reject
how busy will panera be at noon,reject
is there a wait time to get into tgifridays,reject
will cracker barrel be crowded around five this evening,reject
how busy will golden corral be at 7:30 tonight,reject
can you tell me how busy chipotle will be at nine tonight,reject
what is the wait time at applebee's,reject
would i have to wait long if i want to eat at chili's,reject
"if i go to tgifridays at eight, will they be crowded",reject
how much traffic do they get around dinner time,reject
can you check to see how busy that restaurant is for dinner,reject
is that place busy around dinner time,reject
is that restaurant crowded during dinner,reject
how busy it that place for dinner,reject
can i expect chili's to be busy at 4:30,reject
do you think longhorn steakhouse will be busy at 5pm,reject
how busy do you expect olive garden to be at 6,reject
what's the table wait at applebees,reject
i want a table at texas roadhouse; how long will it be,reject
how long does it take to get a table at chili's,reject
how many people do you think will be at applebees at 7,reject
how long will i wait for a table at red lobster,reject
is red lobster busy at 6pm,reject
what's the wait for a table at olive garden right now,reject
"around nine, is ambrosio busy",reject
is sage busy around noon,reject
"for toby's, is it busy around six",reject
"at four, how much business does georgio have",reject
how long can i expect to wait for a restaurant table,reject
what time can i expect to be seated at this restaurant,reject
what is the wait time at this restaurant,reject
will there be a wait time at this restaurant,reject
what is the sitting time at this restaurant,reject
how busy is orchids at 7,reject
how busy is zippy around 12 for lunch,reject
how long is the wait at orchids,reject
how long is the wait at imanas,reject
how busy is imanas tei at 7 dinner,reject
what is the wait supposed to be at zippys,reject
how busy is mc donald at 8 in the morning,reject
how busy is michel at 9,reject
how busy is imanas at 6,reject
how long do i have to wait for shokudo,reject
how busy is teddy bigger burder around 5,reject
how long is the wait at assagios today,reject
how busy is shokudo at 12,reject
how busy is jiro at 12 lunch time,reject
"at 5 pm, is kaya very busy",reject
how busy is kaya around 5 pm,reject
"around 5 pm, how busy is kaya",reject
is kaya very busy at 5 pm,reject
is kaya busy around 5 pm,reject
how long is the wait at macaroni grill,reject
does macaroni grill have a wait how long,reject
check the wait time for macaroni grill,reject
how long will it take to be seated at macaroni grill,reject
what's the wait at macaroni grill,reject
will i be able to get a seat at 5pm,reject
tell me how busy the restaurant will be between 5 and 7pm,reject
is the restaurant busy at lunchtime,reject
will the restaurant be busy at 5pm,reject
when will the restaurant be busiest,reject
how busy is ihop generally around noon,reject
please look into the current wait times at chili's right now,reject
"at 5:30 pm, how busy can i expect olive garden to be",reject
"if i go to olive garden at 4 pm, how busy will it be",reject
how busy will chili's be if i go at 6 pm,reject
how long would i need to wait for a table at ihop right now,reject
i would like to find out if macaroni grill will be busy around 7:00 pm,reject
can you tell me how busy outback steakhouse will be at 7:30 pm,reject
find out how busy ihop usually is around 5 pm,reject
find out what wait times are like right now at olive garden,reject
can you tell me what the wait is like right now at cracker barrel,reject
tell me how busy macaroni grill will be around 8 pm,reject
check to see how long of a wait i would be facing if i go to outback steakhouse,reject
i want to know how busy ruby tuesday will be at around 8:45 pm,reject
do you know how busy outback steakhouse tends to be at 7:00 pm,reject
how long will it take me to be seated at ihop,reject
how long will i stand in line at carl jr's,reject
how busy is ihop at 5 pm,reject
does ihop have a lot of business around 7 am,reject
what's the typical wait time at red lobster,reject
would you say that red lobster's pretty buy at noon,reject
what's the crowd like at hopper's bar around 11pm,reject
can you tell me if there's a lot of wait time at wendy's around 8am,reject
how long will it take to be seated at the flying w,reject
what's the typical time to eat at red lobster,reject
how busy does outback get around 7pm,reject
will i have to wait to get a table at ihop,reject
how many people go to chili's around 9pm,reject
can i make a reservation for redrobin,reject
is it possible to make a reservation at redrobin,reject
does redrobin take reservations,reject
are reservations taken at redrobin,reject
does redrobin do reservations,reject
can acero take reservation,reject
can you make reservations at hodak's,reject
tell me if per se in nyc takes reservations,reject
tell me if the cheshire takes reservations,reject
will qdoba take reservations,reject
does burger king accept reservations,reject
does gramercy tavern in new york accept reservations,reject
does acero in maplewood allow reservations,reject
does cielo take reservations,reject
find out if la tour d'argent in paris takes reservations,reject
does tony's in downton let you make reservations,reject
does gramercy tavern accept reservations,reject
does mcdonalds take reservations,reject
can you make reservations at steak 'n' shake,reject
will nobu take reservations,reject
do they take reservations at carrabbas,reject
do they take reservations at applebees,reject
do they take reservations at olive garden,reject
do they take reservations at buffalo wild wings,reject
do they take reservations at outback steakhouse,reject
i need to know if angelos takes reservations,reject
does applebees in trenton do reservations,reject
does luigi's take reservations,reject
please find out if napolis takes lunch reservations,reject
does hannahs in galloway take reservations,reject
does stanleys take brunch reservations,reject
tell me if luigis in brick takes reservations,reject
i need to know if capones does reservations in trenton,reject
does marios in brooklyn take reservations,reject
do you know if bottlenecks takes dinner reservations,reject
do you know if whether or not zeus does reservations,reject
can you let me if zeus accepts reservations,reject
i need to find out do you know if zeus does reservations,reject
please tell me does zeus do reservations,reject
can you tell me if zeus does reservations,reject
can i get a reservation at melting pot tomorrow,reject
what locations of applebee's take reservations,reject
can i get a reservation at champs,reject
where can i find jimmy john's reservations,reject
how many culver's take reservations,reject
is there evening reservations available in the eve,reject
do you know if bahama breeze does reservations,reject
do you know if ruth chris does reservations,reject
do you know if cheese cake factory does reservations,reject
do you know if benihana does reservations,reject
do you know if olive garden does reservations,reject
does the steakhouse on main st take reservations,reject
does sidetracks take reservations,reject
are reservations allowed at burger king,reject
does black rock take reservations,reject
can i make reservations at applebee's or no,reject
does buffalo wild wings do reservations,reject
does minnies cafe in modesto take reservations,reject
does bjs take reservations,reject
will they take reservations at chillis,reject
does pho king in ceres take reservations,reject
can applebees take any reservations,reject
does arbys in lakewood take reservations,reject
does minnis take reservations,reject
do they take reservations at bjs,reject
does buffalo wild wings take reservations,reject
does buffalo wild wings in concord take reservations,reject
will they take reservations at torris,reject
does black bear diner in tracy take reservations,reject
does chillis take reservations,reject
do they take reservations at bar tartine,reject
do they take reservations at mcdonalds,reject
do they take reservations at the progress,reject
does tartine in san francisco take reservations,reject
does cowgirl creamery in san francisco take reservations,reject
do they take reservations at state bird,reject
does nopa in san francisco take reservations,reject
does bar tartine in san francisco take reservations,reject
do they take reservations at arby's,reject
does pizzeria delfina in san francisco take reservations,reject
does iron skillet at the truck stop trake reservations,reject
does the zen garden in la take reservations,reject
does moes in la except rerservations,reject
does ruby tuesday accept reservations,reject
can i make a reservation at chevy's,reject
is it possible to make reservations in advance for macaroni grill,reject
is it possible to make reservations with famous dave's restaurant,reject
is it possible to make reservations at chili's,reject
does chili's take reservations,reject
can you tell me if ruby tuesday does reservations,reject
does olive garden take reservations,reject
do you know whether ihop does reservations,reject
does michael's accept reservations,reject
do they accept reservations at michael's,reject
can you make a reservation at michael's,reject
can i make a reservation at michael's,reject
does the restaurant michael's take reservations,reject
do they take reservations at mendy's,reject
do you know if outback allows reservations,reject
do they take reservations at red robin,reject
can you find my package in transit,reject
track my package please,reject
help me find my package,reject
i need to track my package,reject
what's going on with my order,reject
can you see where my package is,reject
do you know anything about the status of my order,reject
can you check if my order has been delivered,reject
are you able to figure out where my package is,reject
order status,reject
is my order being delivered soon,reject
where's my package,reject
do you know where my package is,reject
"check status on my deliver, has it been delivered",reject
is my order shown as delivered,reject
did my order ship,reject
can you tell where my package is,reject
is my package able to be tracked by you,reject
can you find my package,reject
can you locate my package,reject
are you able to tack my package,reject
has my online order shipped yet,reject
i need to know what the most recent update is on the status of my online purchase,reject
look up the status of the order i placed online,reject
check to see the status of my recent online order,reject
find out the status of my most recent online purchase,reject
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",reject
what's the status of my order,reject
can you check on the status of my orders at amazon,reject
can you tell me what the status of my last amazon order is,reject
can you tell me if my last amazon order is coming today,reject
show me tracking on my order,reject
what is the status of my order,reject
can you update me on my last amazon orders,reject
"i just placed my order today, what is the status of it",reject
can i please get the status my order,reject
my order was put in and i was wonder how i can see the status of it,reject
i submitted my order is there any updates on it yet,reject
"hey, i just put in my order and i was wondering what the status of it",reject
what's the current location of my package,reject
has my ordered arrived,reject
when will my package arrive,reject
can you see if my order was delivered,reject
did my order ever get distributed today,reject
where was my package last at,reject
can you help me find my package,reject
was my order dropped off,reject
where's my package right now,reject
would you track my package,reject
please track my package,reject
track my package now please,reject
could you please track my package,reject
i need you to track my package,reject
what is the status of my online order,reject
what's the status of the order i placed online last week with target,reject
please tell me the status of my last online order from walmart,reject
"can i still make changes to my order, or has it already been shipped",reject
i need an update on my online order from nespresso,reject
when can i expect to receive the order,reject
has my order been shipped,reject
can you give me a status update on my online order from amazon,reject
what is the status of my online order of coffee pods,reject
what is the status of my recent order,reject
can you please check on the status of my online order,reject
check up on the status of my online order,reject
online order: status,reject
check on the status of my order,reject
where is my order,reject
is my order here yet,reject
when will my order be delivered,reject
check the status of my order,reject
show me where my order is,reject
has my order been shipped yet,reject
can you check to see if my order has been delivered,reject
"could you check to see if my order has been delivered, please",reject
"can you check to see if my order has been delivered, please",reject
"could you check if my order has been delivered, please",reject
could you check to see if my order has been delivered,reject
has the order that i placed arrived,reject
is my order already here,reject
is my order due yet,reject
is the packaged delivered already,reject
has my order arrived yet,reject
how soon will me package arrive,reject
when can i expect my order,reject
check order number,reject
"track package, please",reject
are you able to track my package,reject
track my package,reject
what is the tracking on my package,reject
get the tracking on my package,reject
what is the status of my delivery order,reject
where is my delivery order,reject
has my delivery order arrived yet,reject
has my delivery order showed up,reject
"i ordered for delivery, has is arrived yet",reject
what is the status of my most recent order,reject
has my recent order shipped,reject
when will my order be here,reject
will my order be here by saturday,reject
how do i change my pin for number for my abc bank account,reject
what do i need to do to change my abc bank account pin number,reject
i have no idea what the pin is for my checking account,reject
i cannot recall the pin for my savings account,reject
i forgot the pin number for my college fund account,reject
set up a new pin number on my college fund account and make it be 1234,reject
i want 1234 to be the new pin number for my joint account,reject
please change my checking account pin to 1234,reject
i need to set up a new pin number for my college fund account,reject
i want my savings account pin to be 1234 from now on,reject
please change my retirement account pin number to 1234,reject
my checking account needs a new pin number,reject
i seem to have lost the pin for my retirement account,reject
i would like to replace the pin number for my retirement account,reject
i'd like to change my pin number for my checking account,reject
i want a new pin for my savings account,reject
i'm afraid i've forgotten the pin for my 401k account,reject
i need help changing my pin,reject
is there a way to get my pin number,reject
is there a way to change my pin number for my savings account,reject
i need my pin number,reject
"how do i get my pin number, i forgot mine",reject
help me change my pin number for my money market account,reject
how do i get a new pin,reject
tell me how i can get a new pin number,reject
tell me how to retrieve my pin number,reject
"help me, i forgot my pin number",reject
what is the procedure for getting a new pin number,reject
how do i change my pin number for my payroll account,reject
change my pin number for my checking account,reject
change my amex account pin to 1234,reject
change my amex pin to 1234,reject
swap my amex pin to 1234,reject
switch my amex pin to 1234,reject
set my amex pin to 1234,reject
you need to change the pin on my bank of america account to be 1234,reject
i need you to change the pin on my bank of america account to be 1234,reject
i need to change my pin number for my account,reject
i must change my pin number for my money market account,reject
i cannot remember what my pin is for my bank of america checking account,reject
i really need to change my pin number for my account,reject
i cannot remember what my pin is for my bank of america checking account this moment,reject
i want to change my pin number for my checking account,reject
i want to change my pin number for my account,reject
please go and change the pin on my bank of america account to be 1234,reject
i must change my pin number for my account,reject
go ahead and change the pin on my bank of america account to be 1234,reject
i got to change my pin number for my account,reject
i need to change my pin number for my savings account,reject
i wanna change my pin number for my credit acount,reject
please change the pin on my bank of america account to be 1234,reject
i really cannot remember what my pin is for my bank of america checking account,reject
i gotta change my pin number for my debit account,reject
i am unable to remember what my pin is for my bank of america checking account,reject
so it turns out i can't remember what my pin is for my bank of america checking account,reject
"how do i change my pin number for my account, please",reject
"how do i update my pin number for my account, please",reject
"i would like to change the pin on my checking account, please",reject
"i'd like to change the pin on my savings account, please",reject
change the pin on my capital one account to be 1234,reject
change the pin on my redwood credit union account to be 1234,reject
change the pin on my chase account to be 1234,reject
how do i update my pin number for my account,reject
i would like to change the pin on my savings account,reject
change the pin on my wells fargo account to be 1234,reject
change the pin on my bank of america account to be 1234,reject
i would like to change the pin on my checking account,reject
"i would like to change the pin on my savings account, please",reject
"how do i reset my pin number for my account, please",reject
please change pin to 1234 on my bank account trailing in 3829,reject
on account ending in 3838 change my pin to 1234,reject
change my pin to 1234 on account ending with digits 4994,reject
change the pin on my bank account first republic to 1234,reject
change pin to 1234 on account banner,reject
help me change my pin number,reject
can you tell me how i change my pin number,reject
tell me how to change my pin number,reject
help me out with changing this pin number,reject
can i change my pin number,reject
help me get my pin on my capitol one account changed to 3892,reject
how can i switch the pin on my wells fargo account to 9982,reject
i need a reminder for my pin number,reject
help me remember my pin number,reject
change the pin on my bofa account to 3892,reject
i need to reset my pin number,reject
can you reset my pin number,reject
can you change my 1st national account pin to 4892,reject
can you help me with my pin number,reject
please make the pin on my zion bank account to 3232,reject
can you tell me my password checking account,reject
please tell me my pin number for my synovus account,reject
what's my pin for my fidelity account,reject
i cant recall my pin number for my city first account,reject
i forgot my pin number for my northfield account,reject
i'd like to change my pin number for my wells fargo account,reject
i would like to change my pin number for my chase account,reject
i need to change my pin number for my checking account,reject
i'd like to change my pin number for my savings account,reject
i forgot my pin number to my chase account,reject
can you help me remember my pin to my boa account,reject
"syonara, ai device!",reject
"goodbye, helpful ai device!",reject
bye-bye,reject
"goodbye, ai assistant",reject
glad we got to talk,reject
i'm glad i got to talk to you,reject
nice to speak with you,reject
this was a great conversation,reject
talk to you later,reject
tata for now,reject
i'm out of here,reject
"that's all, bye",reject
see ya later,reject
adios ai,reject
"it was great to see you again, see ya later!",reject
"i had a pleasure talking to you, see you later",reject
"nice talking again, bye",reject
i have to go but it was nice talking again!,reject
"i am glad we got to talk again, see you soon",reject
sayonara,reject
catch you around,reject
good seeing you,reject
"later, thanks for chatting",reject
adios,reject
"great talk, take it easy",reject
see ya,reject
"great chat, talk to you later",reject
"nice talk, talk to you later",reject
"thanks for chatting, later",reject
goodbye to you,reject
i must say goodbye,reject
i'm saying goodbye now,reject
it is time to say goodbye,reject
i have to say goodbye,reject
cya later,reject
i enjoyed talking to you,reject
thanks for talking,reject
it was good chatting,reject
it was nice chatting with you,reject
always nice to talk to you,reject
"see you later, alligator",reject
good night,reject
it was nice to get in touch,reject
see you soon,reject
later gator!,reject
it was nice to talk it out with you,reject
it was nice to converse with you,reject
ill see you around,reject
take it easy!,reject
later gater,reject
it was nice to speak with you,reject
see you later alligator,reject
fairwell,reject
have a good one,reject
peace,reject
bye for now,reject
"thanks, bye",reject
i have to get going,reject
talk to you later!,reject
i’ll be leaving now,reject
i’m leaving-goodbye!,reject
thanks for talking to me,reject
it was really nice to be able to chat with you,reject
it was good to talk to you today,reject
it was great to have this conversation with you,reject
it was nice to catch up with you,reject
it was enjoyable talking with you,reject
it was great chatting with you,reject
it was cool talking with you,reject
it was pleasant conversing with you,reject
good bye my friend,reject
i need to go now,reject
see you again soon,reject
i've got to run now,reject
goodbye!,reject
i had fun speaking with you,reject
bye!,reject
later!,reject
adios!,reject
until next time!,reject
farewell!,reject
it was enjoyable to chat with you,reject
i'm outta here!,reject
it was pleasant having a conversation with you,reject
bye now,reject
buhbye,reject
see you in a while,reject
see you around,reject
nice to see you again,reject
nice to see you,reject
talk later,reject
tootles,reject
peace out,reject
goodbye for now ai,reject
ai goodbye,reject
i'll talk to you later ai,reject
we'll talk later ai,reject
i have to go ai goodbye,reject
bye bye!,reject
see you later!,reject
why is there a hold on my american saving bank account,reject
i am nost sure why my account is blocked,reject
why is there a hold on my capital one checking account,reject
i think my account is blocked but i do not know the reason,reject
can you tell me why is my bank account frozen,reject
why is there a hold on my edward jones account,reject
why am i locked out of my bank account,reject
why in the world am i locked out of my bank account,reject
what is the reason for frozen status on my bank account,reject
check for why is my bank account frozen,reject
i don't know the reason my account is blocked,reject
find out for me why is my bank account frozen,reject
can you find out why is my bank account frozen,reject
why is there a hold on my discover account,reject
tell me why am i locked out of my bank account,reject
what is the reason i am locked out of my bank account,reject
why is my account blocked,reject
find out the reason why am i locked out of my bank account,reject
i think my account is block but i am not sure why,reject
why is there a hold on my charles swab account,reject
my chase account has a hold why,reject
what's the reason for a hold on my wells fargo account,reject
can you find the reason for the block on my account,reject
"there's a hold on my chase account, but why",reject
tell me the reason there is a hold or block on my account,reject
why does my credit union account have a hold on it,reject
figure out why there is a block on my account please,reject
why am i seeing a hold on my boa account,reject
"my account has been blocked, but i have no idea why",reject
why is there a block on my account,reject
can you please unlock my bank account,reject
please let me into my bank account,reject
why cannot i take any money out from my bank account,reject
what was the reason my bank account was frozen,reject
who froze my bank account,reject
who can i talk to right away about the current freeze on my account,reject
my checking account has a hold on it and i need to know why,reject
why is my bank account stopping all transactions from going through,reject
i need to know why my bank account is blocking all of activity,reject
can you find out what triggered a hold on my bank account,reject
can i talk to someone about why there is a hold on my checking account,reject
what caused a freeze to be put on my bank account,reject
"my account has a hold on it and i can't access my funds, why",reject
is there a reason that my bank account has a freeze on it,reject
what would cause my bank account to be frozen,reject
do you know why i can't log into my bank account,reject
why can't i get into my account,reject
did i do something to get my bank account frozen,reject
was my bank account frozen for a specific reason,reject
why are the funds in my bank account frozen,reject
what would cause me to be locked out of my bank account,reject
why am i unable to access my bank account,reject
why is my bank account frozen,reject
why would i have been locked out of my own account,reject
can you explain to me why my bank account might be frozen,reject
i am very confused about why or how my bank would lock me out of my account,reject
why would the bank have frozen my account,reject
do you know why the bank put a hold on my joint checking account,reject
i don't understand why there is a hold on my retirement fund account,reject
can you explain why there is a hold on my savings account,reject
what's the deal with my bank account being locked,reject
what reason could the bank have had for blocking my account,reject
why would a hold have been placed on my checking account,reject
why on earth would a block have been placed on my account,reject
i'm confused about the reason for my bank account being frozen,reject
i don't understand why i have been barred from accessing my own account,reject
i don't understand why my bank account is frozen right now,reject
how come i am being denied access to my bank account,reject
do you know why my account appears to be blocked,reject
i am confused because my account seems to have been blocked for no reason,reject
i am very confused about the block that seems to have been placed on my account why is it there,reject
how is it possible that my account has been frozen,reject
how come a hold was placed on my 401k account,reject
"could you please tell me, my wells fargo account, is there a hold and why",reject
"i am unable to complete my order, why could there be a hold on my wells fargo account",reject
"was a hold placed on my wells fargo account, and if so why",reject
"in regards to my wells fargo account, why is there a hold",reject
why was a hold placed on my wells fargo account,reject
call my bank customer service number,reject
why is my account locked,reject
what's with the block on my bank account,reject
why did my bank account freeze,reject
why'd they put a freeze on my bank account,reject
why is my bank account blocking me,reject
why can't i access my bank account,reject
i think my account is blocked,reject
for what reason is my account blocked,reject
can you tell me why there's a hold on my mutualone account,reject
why don't i have access to my bank account,reject
why isn't it letting me into my bank account,reject
my capital one account has a hold; why,reject
why does my visa account have a hold on it,reject
why am i seeing a hold on my charles schwab account,reject
tell me about the hold on my chase account,reject
can you tell me why my bank account is frozen,reject
do you know why my account is blocked,reject
"help, my account is blocked",reject
"help me please, my account is blocked",reject
help me unblock my account,reject
"my account is blocked, help me figure out why",reject
which song is playing,reject
what's this song called,reject
what song is this,reject
what's the name of this song,reject
what is this song,reject
can you tell me what song this is,reject
which song is this,reject
can you look up the name of this song,reject
i'd like to know what this song is,reject
can you tell me the name of this song,reject
do you know what this song is,reject
what's song am i hearing,reject
tell me the song title,reject
what's the title of this track,reject
what song am i listening to,reject
who sings this song,reject
what's the name of what's playing on my speakers,reject
what's this track,reject
what's playing right now,reject
what's the title of this,reject
what's the name of this tune,reject
what's the name of this release,reject
what's the title of this tune,reject
what track am i listening to,reject
what's this jam called,reject
what's this song,reject
can you name the song on the speakers,reject
who is this song that's on the stereo,reject
can you give me the name of this tune,reject
tell me what song this is,reject
tell me the name of the song that is playing,reject
tell me the name of this song,reject
let me know what song is playing,reject
help me to know what song is playing,reject
i want to know what song is playing,reject
i am wanting to know what song this is,reject
i am needing to know what song is playing,reject
could you let me know what song this is,reject
i need to know what song this is,reject
what is that song that's playing,reject
what is the name of the song that's playing on the radio right now,reject
what's the name of the song you're playing,reject
what music is playing on the the bluetooth now,reject
which song is playing now,reject
can you tell me this song,reject
"name this song, please",reject
what's the song currently playing,reject
what's the name of the current song,reject
what song is playing,reject
what band is this,reject
i like this song who is it by,reject
what is the title of this track,reject
tell me the artist currently playing,reject
what's the artist's name of this song,reject
what is the track title of the song playing,reject
name the singer of this track,reject
who sang this song,reject
who plays this song,reject
what's the now playing song that we are listening to,reject
what's the current song that we are listening at this time,reject
what's the name of the song that we are listening to,reject
what's the song that we are listening at this moment,reject
what's the song they are playing for us right now,reject
what's the name of this song i'm listening to,reject
what am i listening to,reject
what is the current song,reject
can you tell me what song i'm hearing,reject
what am i hearing on the speakers now,reject
what's this song playing,reject
whats the name of the playing song,reject
tell me this songs name,reject
i need to know this song's name,reject
i want to know the name of the song that's playing,reject
can you tell me the mane of the song playing,reject
i'd like to know this song's name,reject
can you get me the name of this song,reject
find out what this song is,reject
i would like to know this song's title,reject
i need to know what this song is called,reject
tell me the title of this song,reject
tell me this song's name,reject
what is the song that's playing,reject
tell me the song that's playing right now,reject
do you know the name of this song,reject
do you know what song this is,reject
what is the name of this song,reject
can you tell me the song we are listening to,reject
which song are we listening to,reject
what is the song that is currently playing,reject
can you tell me what this song is,reject
whats the name of this song,reject
what is the title of this tune,reject
what tune is this,reject
what is that noise,reject
what is playing,reject
whats the title of this,reject
whats the title of this song,reject
the song on speaker is what like,reject
the song on speaker is what,reject
what is the song on speaker,reject
are there any transaction fees associated with my chase card if i am in tokyo,reject
does my usaa card have international transaction fees,reject
does my bank of the west card have international transaction fees,reject
are there any transaction fees associated with my usaa card if i am in india,reject
does my navy federal card have international transaction fees,reject
does my chase card have international transaction fees,reject
are there any transaction fees associated with my navy federal card if i am in germany,reject
are there any transaction fees associated with my usaa card if i am in south korea,reject
does my bank of america card have international transaction fees,reject
are there any transaction fees associated with my navy federal card if i am in japan,reject
what are the fees for using my card in toronto,reject
do i incur extra fees if i use my card in london,reject
do travelers to egypt get hit with transaction fees if they're using a mastercard,reject
do i have to pay amex transaction fees in brazil,reject
if i use my card in denver will i get charged extra,reject
are there fees for using my card in tampa,reject
will my discover card ding me with transaction fees if i'm in aruba,reject
does bank of america charge transaction fees if you use it in canada,reject
will i pay extra if i use my card in juarez,reject
are there transaction fees for my visa if i'm in russia,reject
what is the surcharge for using my card in italy while i visit,reject
for my card is there a extra card while i'm staying in italy,reject
is there a surcharge for using my card in italy while i'm there,reject
will i get charged extra if i use my card while in italy,reject
how much is the charge of using my card in italy during my stay there,reject
what are the international transaction fees on my amex,reject
give me a list of international transaction fees for my amex,reject
what kind of international transaction fees are related to my amex,reject
will my amex institute international transaction fees on a charge,reject
can i see all the international transaction fees on my amex,reject
what are the fees to use my card in nigeria,reject
what are the foreign transaction fees for cuba,reject
what additional fees do you charge if i use my card in lisbon,reject
how much are the foreign transaction fees in brisbane,reject
what fees are charged if i use something in paris,reject
does visa charge transaction fees in the uk,reject
i need to know if there are transaction fees for my visa card in canada,reject
does american express charge transaction fees for iceland,reject
are there transaction fees charged to my discover card in japan,reject
are transaction fees charged for my aaa card in canada,reject
"when i am in spain using my cmaden card, is there any transaction fee",reject
what are the transaction fee using our card in florence if any,reject
tell me if there is any transaction fee using royal card in europe,reject
are there any transaction fee if i use my boston private card in scotland,reject
i want to know if there is any transaction fee using washington federal card when i am in canada,reject
"how much is the atm fee for my boa card in orlando, fl",reject
"what's the transaction fee for my boa card in orlando, fl",reject
"if i use my card in mexico, will there be added fees",reject
are there extra charges for using my card in mexico,reject
"what, if any, are the charges for using my card in mexico",reject
is there a surcharge for using my card in mexico,reject
are there extra fees for using my card in mexico,reject
are there international transaction fees for using my chase card,reject
do i have to pay international transaction fees when i use my chase card,reject
what are my chase cards fees for international transactions,reject
how much are the international transaction fees for my chase card,reject
what are the international transaction fees for my chase card,reject
will i be charged if i use the card in germany,reject
will i be charged if i use the card in italy,reject
will i be charged if i use the card in france,reject
will i be charged if i use the card in australia,reject
will i be charged if i use the card in paris,reject
does my card charge if i use it in china,reject
is there a fee associated with use of my card in burkina faso,reject
is there a charge to use my card in japan,reject
"if i use my card in tahiti, will i be charged",reject
does my card charge a fee for use in indonesia,reject
is there any transaction fees on my citibank card if used in spain,reject
how much can i expect in transaction fees for using my visa in portugal,reject
can you tell me if i will have any transactions fees for using my discover card in turkey,reject
"i would like to know if there are any fees for using my capital one card in london, england",reject
are there any fees for using my amex in england,reject
are there any international transaction fees associated with my visa card,reject
does my amex card use international transaction fees,reject
will i receive a fee if i use my card in ireland,reject
if i use my card in mexico do i get an extra fee,reject
will i be charged extra for using my card in spain,reject
is there an extra fee for using my card in costa rica,reject
will my mastercard charge me a fee for international transactions,reject
will i get a fee for international transactions with my visa card,reject
do i get charged more for using my card in canada,reject
does my mastercard charge international transaction fees,reject
how much do you charge if i use my card in japan,reject
will i be charged for using my card in japan,reject
do i need to pay any fee if i use my card in japan,reject
do you charge me if i use my card in japan,reject
will you charge me if i use my card in japan,reject
show me the international transactions fees for the zenith card,reject
what are the international transactions fees for my industrial bank card,reject
are there many international transactions fees for the freedom card,reject
are there international transactions fees for rainbow card,reject
does the national card have international transactions fees and how much,reject
will i be charged if i use my card in dublin,reject
will i be charged if i use my card in detroit,reject
are there any transaction fees associated with my amex card if i am in the uk,reject
will i be charged if i use my card in mexico,reject
will i be charged if i use my card in canada,reject
will i be charged if i use my card in france,reject
are there any transaction fees associated with my amex card if i am in france,reject
are there any transaction fees associated with my amex card if i am in belgium,reject
tell me when my car last had its oil changed,reject
when did i last do maintenance on my car,reject
when did i last take my car in for maintenance,reject
can you find the date of my last oil change,reject
when did i last bring my car in to have it looked at,reject
find the date of the last oil swap for my car,reject
what was the date when i last had my car inspected,reject
how long's it been since my car was at autozone,reject
what's the amount of time since having my car given a once over by a mechanic,reject
when did i last have my vehicle checked on,reject
when did i last bring my car in to get looked over,reject
what date did i last take my car in,reject
how long's it been since i had my car serviced,reject
when was the last time i changed my oil,reject
when did i last have a mechanic check out my car,reject
when did i last service my car with an oil change,reject
what was the last time i had my car at the dealer for repairs,reject
when did i last have my car fixed,reject
what day did i last have a technician check out my vehicle,reject
when did i last have my vehicle serviced,reject
my car was looked at when,reject
let me know when my car was last looked at,reject
when did my car get looked at last,reject
tell me when someone looked at my car last,reject
what date did i have my oil changed last,reject
what day did i change my oil,reject
do you remember when i last changed my oil,reject
was my last oil change on wednesday,reject
when was the last time i had an oil change,reject
how long ago was my car last in the shop,reject
when was the last time i got my oil changed,reject
do you have a date for the last time the car was in the shop,reject
what date was my car last at the mechanics,reject
how long has it been since my oil was changed,reject
how long has it been since my car was in the shop,reject
when did i get my last oil change,reject
what date was my oil last changed,reject
do you remember my last oil change,reject
when was my car in the shop last,reject
when did i last have car maintenance,reject
when was my last maintenance on my car in the shop,reject
when was my car last repaired,reject
when did my oil last get changed,reject
when were my tires changed,reject
when was my car last worked on,reject
"i can't remember when my car last went to the shop, can you find out for me",reject
find out when my most recent oil change occurred,reject
check to see when my car was last in the shop,reject
when was my most recent oil change,reject
i need to know the date of my car's last visit to the shop please,reject
look up the date of my car's most recent visit to the shop,reject
i need to know when i last took my car in for a check up,reject
please tell me when the last time was that my car was in the shop,reject
look up the date of my last oil change,reject
i need you to look up the date of my car's last visit to the shop,reject
find out the last time i had my car checked,reject
do you know when my car was last looked at,reject
do you know when i last took my car in to the shop,reject
"i can't remember when my car was last serviced, can you find out for me",reject
find out how long it has been since my car was last in the shop,reject
please tell me the last time i took my car to the shop,reject
how long has it been since my car was last looked at,reject
tell me the date of my last car check up,reject
i need to know when my oil was last changed,reject
dates for my car in the shop,reject
last time car was in shop,reject
last incident of my car in the shop,reject
when was my car in the shop,reject
when did my car get serviced last,reject
how long has it been since my car was looked at,reject
how long ago did my car get looked at,reject
what was the date of my last auto appointment,reject
when was my last car service date,reject
when did i take to car to the auto shop,reject
